move_id,name_en,name_cn,type,category,power,accuracy,pp,effect
119,Clanging Scales,鳞片噪音,Dragon,2,110,100,5,Clanging Scales deals damage but lowers the user's Defense by one stage after attacking. Stats can be lowered to a minimum of -6 stages each.
120,Clangorous Soul,魂舞烈音爆,Dragon,3,—,100,5,Raises all user's stats but loses HP.							(100% chance)
121,Clangorous Soulblaze,炽魂热舞烈音爆,Dragon,2,185,—,1,"Clangorous Soulblaze is a Dragon type Z-Move exclusive to Kommo-o , introduced in Pokémon Ultra Sun & Ultra Moon . It is used with Clanging Scales . Clangorous Soulblaze deals damage and raises all of the user's stats - Attack, Defense, Special Attack, Special Defense and Speed - by one level each. Stats can be raised to a maximum of +6 stages each."
122,Clear Smog,清除之烟,Poison,2,50,—,15,"Removes all of the target's stat changes. Z-Move effects When a Pokémon is holding Poisonium Z and uses its Z-Power, Clear Smog turns into Acid Downpour and has base power 100 ."
123,Close Combat,近身战,Fighting,1,120,100,5,Close Combat deals damage but lowers the user's Defense and Special Defense by one stage each after attacking. Stats can be lowered to a minimum of -6 stages each.
124,Coaching,指导,Fighting,3,—,—,10,"The user properly coaches its ally Pokémon, boosting their Attack and Defense stats. Coaching is a tutor move available in The Isle of Armor DLC."
125,Coil,盘蜷,Poison,3,—,—,20,"Coil raises the user's Attack, Defense and Accuracy by one stage each. Stats can be raised to a maximum of +6 stages each."
126,Collision Course,全开猛撞,Fighting,1,100,100,5,Boosted even more if it's super-effective.
127,Combat Torque,格斗暴冲,Fighting,1,100,100,10,Combat Torque deals damage and has a 30% chance of paralyzing the target. Only the Revavroom used by Team Star has this move.
128,Comet Punch,连续拳,Normal,1,18,85,15,"Hits Prob. Power 2 3 ⁄ 8 36 3 3 ⁄ 8 54 4 1 ⁄ 8 72 5 1 ⁄ 8 90 Comet Punch hits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit. Each strike of Comet Punch is treated like a separate attack: Each strike can get a critical hit independently. Abilities that activate on contact ( Static , Weak Armor , Iron Barbs etc.) activate for each strike. If the Sturdy ability, Focus Sash , or Focus Band activates before the final hit, the subsequent hit will still deal damage and therefore cause the opponent to faint. If the first hit breaks a Substitute , the second hit will deal damage to the target Pokémon. The move Counter only counters the final hit, but Bide counters the complete damage. The Skill Link ability will cause Comet Punch to always hit the maximum number of times."
129,Comeuppance,复仇,Dark,1,—,100,10,Deals more damage to the opponent that last inflicted damage on it.
130,Confide,密语,Normal,3,—,—,20,Confide lowers the target's Special Attack by one stage. Stats can be lowered to a minimum of -6 stages each.
131,Confuse Ray,奇异之光,Ghost,3,—,100,10,"Confuse Ray causes the target to become confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance in Generations 1-6 ). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused."
132,Confusion,念力,Psychic,2,50,100,25,Confusion deals damage and has a 10% chance of confusing the target. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused.
133,Constrict,缠绕,Normal,1,10,100,35,Constrict deals damage and has a 10% chance of lowering the target's Speed by one stage. Stats can be lowered to a minimum of -6 stages each.
134,Continental Crush,毁天灭地巨岩坠,Rock,—,—,—,1,"Continental Crush is the Rock type Z-Move, introduced in Pokémon Sun/Moon."
135,Conversion,纹理,Normal,3,—,—,30,"Conversion changes the user's type to the same type as the first move in the Pokémon's move list. For example, if the Pokémon has the moves Psybeam , Discharge , Recover and Conversion in that order, Conversion will change the user's type to Psychic ."
136,Conversion 2,纹理２,Normal,3,—,—,30,"Conversion 2 changes the user's type to one that is resistant (or immune) to the last move used by the target, randomly. For example, if the target last used a Fighting type move, Conversion 2 would change the user's type to one of Poison , Flying , Psychic , Bug , Ghost or Fairy at random."
137,Copycat,仿效,Normal,3,—,—,20,"Copies opponent's last move. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Copycat turns into Z-Copycat and raises Accuracy one stage, in addition to its usual effect as above."
138,Core Enforcer,核心惩罚者,Dragon,2,100,100,10,"Core Enforcer deals damage, and if the target has already moved this turn, suppresses the target's ability while it remains in battle."
139,Corkscrew Crash,超绝螺旋连击,Steel,—,—,—,1,"Corkscrew Crash is the Steel type Z-Move, introduced in Pokémon Sun/Moon."
140,Corrosive Gas,腐蚀气体,Poison,3,—,100,40,The user surrounds everything around it with highly acidic gas and melts away items they hold. Corrosive Gas is a tutor move available in The Isle of Armor DLC.
141,Cosmic Power,宇宙力量,Psychic,3,—,—,20,Cosmic Power raises the user's Defense and Special Defense by one stage each. Stats can be raised to a maximum of +6 stages each.
142,Cotton Guard,棉花防守,Grass,3,—,—,10,"Cotton Guard raises the user's Defense by three stages. Stats can be raised to a maximum of +6 stages each. Assuming no other stat changes, the first use of Cotton Guard would raise Defense to 2.5× normal value, and the second to 4× (the maximum level)."
143,Cotton Spore,棉孢子,Grass,3,—,100,40,Cotton Spore lowers the target's Speed by two stages. Stats can be lowered to a minimum of -6 stages each.
144,Counter,双倍奉还,Fighting,1,—,100,20,"When hit by a Physical Attack, user strikes back with 2x power. Z-Move effects When a Pokémon is holding Fightinium Z and uses its Z-Power, Counter turns into All-Out Pummeling and has base power 100 ."
145,Court Change,换场,Normal,3,—,100,10,Swaps the effects on either side of the field.
146,Covet,渴望,Normal,1,60,100,25,"Covet deals damage and steals the target's held item, if the user is not already holding an item. Items stolen from wild Pokémon are kept after the battle ends, but items stolen from a Trainer's Pokémon are not. Items stolen from the player's Pokémon, either by wild Pokémon or Trainer Pokémon, are returned at the end of the battle. All held items in wi-fi/linked battles (including Battle Tower/Subway/Maison) are returned to their respective owners at the end of a battle. If the item would activate on attack (e.g. Focus Band ), it does so before being stolen. If the item is consumable on attack (e.g. Focus Sash ) then the item is consumed as normal and cannot be stolen. Pokemon with the ability Sticky Hold cannot have their held item removed. The Griseous Orb cannot be removed from Giratina ; Type Plates cannot be removed from Arceus ; Drives cannot be removed from Genesect ; and Mega Stones cannot be removed from their respective Pokémon."
147,Crabhammer,蟹钳锤,Water,1,100,90,10,Crabhammer deals damage and has an increased critical hit ratio ( 1 ⁄ 8 instead of 1 ⁄ 24 ).
148,Crafty Shield,戏法防守,Fairy,3,—,—,10,"Crafty Shield protects the user's team from any Status category move targeted at them, for the duration of the turn. It has priority +3 so will activate before most other moves. It does not protect against the moves Perish Song , Spikes , Stealth Rock , Toxic Spikes , or Sticky Web ; and it does not prevent moves that target the attacker itself (such as Rest )."
149,Cross Chop,十字劈,Fighting,1,100,80,5,Cross Chop deals damage and has an increased critical hit ratio ( 1 ⁄ 8 instead of 1 ⁄ 24 ).
150,Cross Poison,十字毒刃,Poison,1,70,100,20,"Cross Poison deals damage and has a 10% chance of poisoning the target. It also has an increased critical hit ratio ( 1 ⁄ 8 instead of 1 ⁄ 24 ). Poison or Steel type Pokémon, those with the ability Immunity or those behind a Substitute cannot be poisoned."
151,Crunch,咬碎,Dark,1,80,100,15,Crunch deals damage and has a 20% chance of lowering the target's Defense by one stage. Stats can be lowered to a minimum of -6 stages each.
152,Crush Claw,撕裂爪,Normal,1,75,95,10,Crush Claw deals damage and has a 50% chance of lowering the target's Defense by one stage. Stats can be lowered to a minimum of -6 stages each.
153,Crush Grip,捏碎,Normal,1,—,100,5,"Crush Grip inflicts more damage when the opponent's HP is higher. At full HP its base power is 120 and it decreases in proportion - i.e. the power is: Crush Grip is a Physical-category counterpart move to Wring Out . It is also similar to Water Spout and Eruption , based on the opponent rather than the user."
154,Curse,咒术,Ghost,3,—,—,10,"Curse is a unique move that works differently for Ghost -type Pokémon than other Pokémon. Ghost-type Pokémon use 50% of their maximum HP to place a curse on the target. The cursed Pokémon loses 25% of their maximum HP every turn. If the user has less than 50% HP remaining, they will faint but the curse still takes effect. For all other Pokémon, Curse raises the user's Attack and Defense by one stage each and lowers Speed by one stage. Stats can be raised to a maximum of +6 stages each, or lowered to a minimum of -6 stages each."
155,Cut,居合劈,Normal,1,50,95,30,Cut deals damage with no additional effect in battle.
156,Dark Pulse,恶之波动,Dark,2,80,100,15,Dark Pulse deals damage and has a 20% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch.
157,Dark Void,暗黑洞,Dark,3,—,50,10,"Dark Void puts the target(s) to sleep. It can only be used by Darkrai . It targets all adjacent opponents i.e. the opposing Pokémon in a single battle, both opponents in a double battle, three opponents if in the center of a triple battle, or two opponents if situated at the side in a triple battle. Each target is counted as a separate attack so it may succeed for all, any or none of the targets. Sleeping Pokémon cannot move (with some exceptions such as Snore ). Sleep lasts for 1-3 turns. Pokémon with the abilities Insomnia or Vital Spirit , or those behind a Substitute cannot be put to sleep."
158,Darkest Lariat,ＤＤ金勾臂,Dark,1,85,100,10,"Darkest Lariat deals damage, but ignores changes to the target's stats (i.e. Defense and Evasion in this case)."
159,Dazzling Gleam,魔法闪耀,Fairy,2,80,100,10,Dazzling Gleam deals damage and hits all adjacent opponents in double/triple battles.
160,Decorate,装饰,Fairy,3,—,—,15,Sharply raises target's Attack and Special Attack.							(100% chance)
161,Defend Order,防御指令,Bug,3,—,—,10,Defend Order raises the user's Defense and Special Defense by one stage each. Stats can be raised to a maximum of +6 stages each.
162,Defense Curl,变圆,Normal,3,—,—,40,"Defense Curl raises the user's Defense by one stage. Stats can be raised to a maximum of +6 stages each. After Defense Curl has been used at least once and while the user stays in battle, the power of Rollout and Ice Ball is double their regular base power."
163,Defog,清除浓雾,Flying,3,—,—,15,"Defog lowers the target's Evasion by one stage and removes entry hazards and barriers on both sides of the field. The moves affected are: Light Screen , Reflect , Mist , Safeguard , Spikes , Stealth Rock , Sticky Web and Toxic Spikes . Defog also clears foggy weather in battle (which causes Accuracy loss when present), however this weather condition is only present in Sinnoh (Diamond/Pearl/Platinum) and cannot be created in battle otherwise."
